Finished,Consent,Scenario_T_First Click,Scenario_T_Last Click,Scenario_T_Page Submit,Scenario_T_Click Count,Demo_Answer,Demo_Reject,Q46_First Click,Q46_Last Click,Q46_Page Submit,Q46_Click Count,Val_1,Val_2,Val_T_First Click,Val_T_Last Click,Val_T_Page Submit,Val_T_Click Count,P1_1,P1_2,P1_3,P1_T_First Click,P1_T_Last Click,P1_T_Page Submit,P1_T_Click Count,P2_1,P2_2,P2_3,P2_T_First Click,P2_T_Last Click,P2_T_Page Submit,P2_T_Click Count,P3_1,P3_2,P3_3,P3_T_First Click,P3_T_Last Click,P3_T_Page Submit,P3_T_Click Count,P4_1,P4_2,P4_3,P4_T_First Click,P4_T_Last Click,P4_T_Page Submit,P4_T_Click Count,P5_1,P5_2,P5_3,P5_T_First Click,P5_T_Last Click,P5_T_Page Submit,P5_T_Click Count,P6_1,P6_2,P6_3,P6_T_First Click,P6_T_Last Click,P6_T_Page Submit,P6_T_Click Count,P7_1,P7_2,P7_3,P7_T_First Click,P7_T_Last Click,P7_T_Page Submit,P7_T_Click Count,P8_1,P8_2,P8_3,P8_T_First Click,P8_T_Last Click,P8_T_Page Submit,P8_T_Click Count,P9_1,P9_2,P9_3,P9_T_First Click,P9_T_Last Click,P9_T_Page Submit,P9_T_Click Count,P10_1,P10_2,P10_3,P10_T_First Click,P10_T_Last Click,P10_T_Page Submit,P10_T_Click Count,General_2,General_3,General_1,General_T_First Click,General_T_Last Click,General_T_Page Submit,General_T_Click Count,Attitude_1,Attitude_2,Attitude_3,Attitude_4,Attitude_t_First Click,Attitude_t_Last Click,Attitude_t_Page Submit,Attitude_t_Click Count,Dem_Gender,Dem_Birth,Dem_Education,Dem_Geography,Follow_2,Follow_1_1,Follow_1_2,Follow_1_3,Follow_3,Interview_Choice,Consent_2,Q210,Q151,condition
TRUE,I CONSENT to take part in the study.,0,0,3.285,0,Creating an attractive profile from his information.,,3.058,13.523,46.35,4,I am traveling and the person in the profile offers to host me.,John is easy to see.,6.749,14.868,15.479,5,50,50,50,3.919,6.422,7.148,8,70,80,90,4.581,14.521,15.025,16,60,60,60,3.794,6.969,7.885,11,60,60,60,2.475,14.384,14.884,22,50,50,50,1.912,6.152,6.738,13,50,50,50,25.352,31.104,31.511,14,50,50,50,4.811,7.196,7.774,8,50,50,50,5.374,8.497,9.271,9,50,50,60,7.084,17.015,17.753,16,50,50,50,1.848,9.665,10.329,12,50,50,50,1.09,3.1,6.744,7,Strongly agree 100%,Strongly agree 100%,Strongly agree 100%,Strongly disagree 0%,1.938,7.003,7.87,13,Female,,Bachelor's degree in college,Suburban,I think it is very convenient.,"Sincerity, how honest they seem",Considerate-ness,The way they treat animals,I am not sure.,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,1.664,0,"it takes the URL of someones facebook and looks them up. It then gives a biography of them, either from their facebook profile or based on their facebook profile.",,2.223,2.223,57.335,1,The person in the profile and I are traveling together.,John is easy to see.,14.676,21.642,22.523,2,70,80,80,1.638,14.646,18.896,9,80,80,90,17.628,41.382,44.038,6,70,70,70,4.632,10.431,12.078,6,60,80,80,9.469,15.753,16.953,9,60,60,70,35.032,36.232,38.273,3,30,50,40,7.494,19.709,20.816,9,50,50,50,1.107,13.899,15.486,10,50,70,60,12.6,29.442,30.3,8,60,70,70,1.985,3.942,25.329,5,60,60,60,11.373,20.414,20.754,14,80,70,70,1.271,8.003,11.371,9,90,Strongly agree 100%,20,10,7.928,18.25,19.408,13,Male,1995,High school graduate,Rural,I thought it was a fairly good representation of the persons personality. You learn a lot from someone based on what most of the messages were about.,where they were located,how old they were,their general attitude/feelings based on what they wrote,"I have no clue, I'm sorry.",,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,24.376,0,"The system is using the data off of the Facebook page to create a profile of the person. It is using work location as well as living location, job description city to personalize the bio",,47.198,187.305,191.275,4,I am traveling and the person in the profile offers to host me.,John is easy to see.,9.547,40.566,48.488,4,80,90,90,9.057,12.983,14.339,3,70,90,90,16.576,18.85,20.283,3,70,80,80,10.136,14.891,15.895,8,40,70,60,6.806,11.012,12.099,5,90,90,70,9.999,11.864,13.23,3,50,70,70,8.728,12.994,14.655,5,50,70,80,9.275,16.629,19.063,4,70,70,80,15.851,21.631,23.45,4,30,50,70,15.961,21.985,22.378,5,50,70,80,17.399,32.966,34.18,7,70,70,60,2.7,8.267,9.74,4,70,80,70,40,2.899,15.784,16.615,5,Female,1990,Bachelor's degree in college,Suburban,"I think the system id very useful, it can save a lot of time and energy. It seems to be efficient in gathering the correct information.",How friendly the person comes across and how warm they will be as a person.,How accommodating they seem and how happy they will be to host and help me.,Their job would help me understand what kind of values they may have.,perceptions of robotic bios that are created,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,14.178,0,It appears that the site is generating a bio for the booking site. The site takes information from your Facebook profile.,,19.685,60.77,62.696,2,I am traveling and the person in the profile offers to host me.,John is easy to see.,5.649,13.254,15.631,3,50,Highly confident  100%,Highly confident  100%,6.866,10.071,10.955,3,60,Highly confident  100%,60,9.267,15.241,16.119,3,Highly confident  100%,Highly confident  100%,Highly confident  100%,5.236,10.996,11.752,6,80,Highly confident  100%,70,6.015,16.535,17.403,4,Highly confident  100%,Highly confident  100%,Highly confident  100%,8.454,12.74,13.84,6,50,50,50,11.646,15.876,16.602,5,60,Highly confident  100%,Highly confident  100%,3.406,9.616,10.211,4,30,Not confident 0%,60,11.33,18.338,19.149,7,60,50,50,13.04,20.208,20.886,6,50,60,Highly confident  100%,6.411,10.124,10.756,4,Strongly agree 100%,Strongly agree 100%,70,5.039,8.314,9.168,4,70,40,Strongly agree 100%,70,4.227,13.476,14.215,5,Female,1985,High school graduate,Suburban,I'm not a fan. I like human interaction and intelligence over artificial intelligence.,How kind the host seems,length of time hosting,gender of host,Perception of artificial intelligence,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,26.165,0,"the system is extracting some personal information about JOhn from his facebook page. It is gathering basic information like job, location, where he lives and proximity to other places",,13.134,13.134,55.827,1,I am traveling and the person in the profile offers to host me.,John is easy to see.,9.743,13.861,22.757,2,90,80,80,10.399,13.737,13.926,5,80,70,80,3.312,16.554,16.738,7,80,80,90,8.215,11.004,11.611,5,70,70,80,7.079,8.603,10.242,3,90,80,90,11.37,15.136,15.715,3,50,50,60,8.333,11.395,12.137,5,40,40,40,9.693,11.608,12.163,3,50,40,60,2.373,17.35,18.327,4,70,70,80,37.368,39.047,39.783,3,50,60,70,7.469,10.337,10.985,5,70,70,70,2.726,4.508,5.116,3,40,70,60,40,5.371,15.171,15.965,6,Female,1983,Master's degree,Suburban,"I think it does a good job of extracting information from people's social media. However, I think it is not yet perfect because it can still make mistakes",ethnicity of person,if they are clean people,what kind of job they have,not sure,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,20.268,0,Looks like the system is taking info from this person's Facebook account to generate a bio for their profile.,,20.129,20.129,58.453,1,I am traveling and the person in the profile offers to host me.,John is easy to see.,5.366,15.035,16.709,2,70,70,70,13.87,16.421,17.383,3,70,60,50,24.208,28.772,30.162,3,60,70,70,10.233,13.101,14.775,3,50,60,70,5.053,8.361,9.396,4,90,80,70,4.743,14.561,15.642,6,70,60,60,13.259,17.221,18.839,3,40,30,60,18.774,29.79,31.468,3,50,60,60,9.211,12.757,13.854,4,50,60,70,9.425,13.521,14.937,3,40,40,60,11.779,17.055,18.926,3,70,70,80,3.865,11.67,12.805,4,60,50,30,20,3.908,14.437,15.622,5,Female,1992,Bachelor's degree in college,Suburban,Each biography generated didn't really address the home to be stayed at by a traveler.,sentence structure,relevance,personal details,To see how people respond to these generated biographies.,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,4.039,4.606,11.934,2,It's creating a profile that are more attractive to consumers. The hosts provide information to assist in making the profile,,7.826,7.826,52.363,1,I am traveling and the person in the profile offers to host me.,John is easy to see.,13.927,19.535,20.541,2,70,70,80,21.917,23.83,25.204,3,80,80,80,1.33,5.25,5.82,4,70,80,80,1.004,3.276,3.71,4,80,90,90,11.729,12.93,16.595,3,70,80,90,1.451,2.635,3.931,3,60,70,70,4.532,6.381,9.142,4,80,80,80,8.815,12.407,13.068,6,80,80,90,0.515,2.219,4.451,4,60,70,80,0.01,2.017,3.259,3,70,80,80,1.647,2.838,4.235,3,60,60,70,3.217,5.32,6.058,3,50,70,30,10,4.562,11.314,12.201,4,Female,1985,Bachelor's degree in college,Suburban,I think it's interesting. I think as a society we will come up with new ways to adapt to AI,PROFESSION,LIFESTYLE,words used,consumer decisions,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,22.762,0,The system is trying to get me to where I will use its info in making my choice. It is trying to make me comfortable in using it. ,,297.393,297.393,442.308,1,I am traveling and the person in the profile offers to host me.,John is easy to see.,7.64,88.386,89.372,5,90,80,80,62.694,65.692,66.609,3,Highly confident  100%,90,90,13.084,17.663,18.758,3,Highly confident  100%,Highly confident  100%,Highly confident  100%,11.365,14.615,15.987,3,80,Highly confident  100%,Highly confident  100%,24.408,145.523,148.853,3,Highly confident  100%,Highly confident  100%,Highly confident  100%,9.788,13.294,14.52,3,80,70,70,18.172,22.878,24.491,3,90,80,80,8.476,14.418,15.48,4,80,80,70,15.096,20.93,22.134,4,80,90,90,14.428,27.362,28.383,3,90,90,80,7.807,12.583,13.731,3,70,70,60,4.659,18.338,20.378,6,70,70,90,40,3.061,15.984,18.807,4,Male,1972,High school graduate,Suburban,"The system was okay although I would still prefer dealing with a human. To me, traveling can be stressful at times and dealing with A I might not ease any concerns or worries that I might have. ",what they did,how they talked ,where they lived,my opinion of the system shown and the info it put out.,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,30.527,0,The system is creating a profile for John Schneider.  The generated bio is presumably based on keywords entered by John.,,11.665,44.365,53.469,3,I am traveling and the person in the profile offers to host me.,John is easy to see.,12.383,21.475,64.165,2,80,80,90,3.768,5.9,6.387,3,80,Highly confident  100%,Highly confident  100%,283.737,285.646,286.565,3,90,Highly confident  100%,Highly confident  100%,3.734,6.457,7.407,3,90,90,90,6.288,7.912,9.455,4,Highly confident  100%,Highly confident  100%,Highly confident  100%,5.954,7.216,7.851,3,90,90,90,63.97,64.95,66.232,3,90,90,90,3.924,5.336,6.259,3,70,70,90,14.661,24.748,25.84,5,80,90,Highly confident  100%,6.155,7.672,8.252,3,80,80,90,3.872,5.428,6.351,3,Strongly agree 100%,Strongly agree 100%,Strongly agree 100%,1.306,2.718,4.228,3,90,Strongly agree 100%,30,Strongly disagree 0%,2.302,13.522,14.17,5,Male,1987,Bachelor's degree in college,Urban,It seems to work adequately for it's purpose.  It seemed natural and was presumably accurate.,What the person emphasized about themselves as hosts,The general impression of their lifestyle and personality,"Their age, sex, occupation if available.",Finding correlations and confirming a hypothesis,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,3.806,0,It is providing a profile to a host. Ad the host it will help with questions pretending to lodging visit,x,13.228,13.981,45.072,3,I am traveling and the person in the profile offers to host me.,John is easy to see.,2.561,200.645,205.909,12,90,90,Highly confident  100%,0.441,6.882,7.202,19,90,90,Highly confident  100%,0.494,10.096,10.492,27,80,90,80,103.259,112.601,112.932,25,70,70,50,0.448,13.566,14.056,24,90,90,80,3.031,9.53,9.599,18,70,70,60,3.423,8.277,8.85,15,50,60,60,172.359,192.562,193.046,21,80,80,70,5.877,10.306,10.791,17,60,70,50,2.762,7.264,7.346,15,70,80,70,6.246,10.554,10.6,16,80,80,70,2.131,7.279,7.716,16,Strongly agree 100%,90,70,10,1.914,14.075,14.372,28,Male,1992,Bachelor's degree in college,Urban,I think It is helpful in choosing a place to stay. It can help with ideas of where to go and what you can do th er e,What they did in their free time,If they weren't home often ,If they were professional ,If ai helps or hurts people in everyday life such as booking travel ,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,28.431,0,The system is pulling information from Facebook. It must be a pretty smart system.,,3.164,35.387,47.593,8,I am traveling and the person in the profile offers to host me.,John is easy to see.,2.404,16.952,17.703,5,Not confident 0%,Not confident 0%,Not confident 0%,5.218,11.442,11.472,10,10,Not confident 0%,Not confident 0%,0.301,21.241,22.106,11,Not confident 0%,Not confident 0%,Not confident 0%,7.326,9.817,10.562,8,Not confident 0%,Not confident 0%,Not confident 0%,4.704,5.973,7.289,7,10,10,Not confident 0%,8.87,12.752,13.613,8,Not confident 0%,Not confident 0%,Not confident 0%,3.281,7.447,8.16,10,Not confident 0%,Not confident 0%,Not confident 0%,5.893,18.147,18.264,10,Not confident 0%,Not confident 0%,Not confident 0%,8.203,18.712,18.798,10,Not confident 0%,Not confident 0%,Not confident 0%,4.419,7.579,8.441,9,Not confident 0%,Not confident 0%,Not confident 0%,8.768,14.437,15.289,8,20,10,50,2.816,8.386,10.308,9,20,60,Strongly agree 100%,20,2.973,18.448,19.379,10,Male,1975,High school graduate,Rural,I think it is really smart. It is still not as smart as a human.,human nature,what they said,,analyzing humans,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,11.41,0,A system that automatically generates the host profiles,,7.456,84.824,99.35,8,I am traveling and the person in the profile offers to host me.,John is easy to see.,78.538,88.286,88.872,3,80,80,80,9.59,11.808,13.588,4,60,60,60,6.724,7.92,12.652,3,90,90,90,4.724,20.686,21.572,8,80,80,80,4.302,5.392,6.806,3,90,90,90,12.136,15.804,17.646,3,90,90,90,53.744,55.446,57.02,5,50,50,50,16.19,20.554,21.848,3,70,80,70,6.778,11.354,12.892,3,70,70,70,7.818,10.708,12.28,5,80,90,90,5.908,13.592,14.948,8,Strongly agree 100%,Strongly agree 100%,Strongly agree 100%,2.412,5.456,7.408,3,80,80,40,40,3.36,16.468,18.354,9,Female,1953,High school graduate,Suburban,"There may still be some work needed, some sentences didn't add up",Trust,My gut felling,Honesty,Travel,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,0.68,0,It is scanning the profiles of individuals on facebook and developing a bio.  It seems to be for dating I think. ,,2.062,70.188,108.54,6,The person in the profile and I are traveling together.,John is eager to see.,1.108,2.166,5.924,2,70,60,50,1.19,4.724,7.862,5,70,40,70,928.254,932.022,933.132,4,60,50,30,0.674,2.312,3.502,3,80,40,30,201.08,202.86,204.048,4,70,50,40,1.036,3.052,3.412,4,70,50,20,645.294,647.238,648.454,4,70,50,30,1.212,4.058,5.176,6,70,40,60,1.472,4.308,12.172,4,80,60,50,1.028,5.078,12.728,7,80,50,70,0.606,2.994,4.302,5,70,50,40,0.49,2.01,3.224,3,80,40,20,70,1.47,9.3,10.854,10,Male,1983,Bachelor's degree in college,Suburban,I thought it was a great idea.  I think it would help with travel. ,Age,Job,professionalism,To test a social media tool. ,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,19.623,0,Using a person's facebook page to find information about them. Then it turns that into an optimized profile.,,21.332,80.055,82.093,4,I am traveling and the person in the profile offers to host me.,John is easy to see.,65.998,72.022,73.67,2,80,90,80,32.248,34.497,35.511,3,80,70,80,30.448,34.904,35.989,3,70,90,80,88.234,90.554,91.645,3,70,80,80,12.575,15.055,16.112,3,70,70,70,18.503,20.09,20.912,3,70,70,70,10.516,11.988,13.069,3,70,70,80,28.037,32.349,33.164,3,60,60,70,51.103,52.992,53.989,3,60,60,70,40.42,44.454,45.549,3,70,80,70,127.978,131.841,132.918,3,70,70,60,39.848,42.426,43.801,3,40,60,50,40,86.676,96.172,98.002,5,Female,1978,High school graduate,Urban,"The grammar leaves a lot to be desired. Most of the profiles sounded friendly, so that part is good. ",If they talk about themselves or their potential guests.,If they sound like someone I know(good or bad),If they seem annoying or not.,Something about AI,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,0.876,0,The system is typing in a facebook website address and gathering all info from facebook profile. The profile is then generated from the vital information on that account.,,4.406,9.63,87.724,2,I am traveling and the person in the profile offers to host me.,John is easy to see.,16.204,20.916,32.03,2,50,50,50,0.624,2.432,3.222,3,50,50,50,0.874,2.698,4.382,3,50,50,50,0.712,2.288,3.234,3,50,50,50,1.632,2.784,6.608,3,50,50,50,1.282,2.298,3.142,3,50,50,50,0.678,2.11,2.924,3,50,50,50,3.164,5.052,5.984,3,50,50,50,0.972,2.828,3.552,4,50,50,50,0.614,2.262,3.13,3,50,50,50,0.61,1.954,2.824,3,50,50,50,0.978,2.146,3.106,3,50,50,50,50,1.278,3.03,4.068,4,Male,1991,Bachelor's degree in college,Urban,The system is really cool for connect with various people interested in hosting. I like how i can choose different people based on different personalities.,Safety,Age,Location,How people use technology to arrange certain situations.,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,16.042,0,"It looks like it is accessing the host's profile on social media and combining personal information and location information to make a short introduction.  Also, gives short sentence on why his place would be great to stay in if interested.",,33.527,33.527,110.207,1,I am traveling and the person in the profile offers to host me.,John is easy to see.,13.678,19.847,140.669,2,Highly confident  100%,90,80,10.451,27.294,29.213,3,Highly confident  100%,90,80,23.175,39.723,40.614,3,90,90,Highly confident  100%,13.3,29.726,32.652,4,80,Highly confident  100%,80,12.656,20.86,21.909,3,Highly confident  100%,90,60,9.14,12.938,14.086,3,80,70,90,37.218,53.787,54.514,4,60,70,90,21.592,41.223,42.213,3,70,60,70,100.068,111.96,113.448,3,50,40,30,12.612,26.234,27.509,4,80,90,Highly confident  100%,206.602,219.974,223.271,3,40,30,60,5.54,24.819,27.077,4,80,70,20,Strongly disagree 0%,3.992,28.169,30.601,5,Female,1968,Bachelor's degree in college,Urban,"I think it may provide some insight on who the hosts are, what they like to do and what is in or near their location.  It may give some information on how they are or what would be like if staying in their home.  However, I don't think it gives enough info or the info could be misinterpreted wrongly or correctly.",The language and grammar used.,The hobbies,The understanding of travel accomodations,Perhaps making assumptions of hosts based on a technology compilation of their social media data/profile info.,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,13.756,13.756,14.252,1,It is taking information from his facebook profile and writing a description of it.  It is making a general impression of the individual.,,19.922,19.922,51.107,1,I am traveling and the person in the profile offers to host me.,John is easy to see.,4.289,14.446,15.899,2,90,90,90,6.572,10.706,11.077,4,90,90,90,18.925,21.576,22.485,5,80,80,90,13.793,19.25,19.93,4,60,80,80,5.139,7.106,8.208,3,80,90,80,30.355,33.223,34.202,3,80,80,80,9.362,10.908,11.684,3,80,70,80,12.814,15.729,16.891,5,70,70,80,5.33,7.389,7.999,3,60,70,80,7.156,11.154,11.882,5,80,70,80,20.629,23.29,24.317,3,70,70,70,2.343,5.646,6.303,3,80,90,80,30,2.71,11.219,12.125,5,Male,1990,High school graduate,Urban,I think that it is useful.  I think it can help save time and help make a good decision.,How welcoming hosts are,How clean the home would be,How safe they would be,Perceptions of AI system and differences in housing profiles.,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,85.558,0,making profile of someone based off their public profile,,13.241,21.64,29.813,2,"I am traveling and the person in the profile offers to host me.,The person in the profile and I are traveling together.",John is easy to see.,26.306,45.897,47.96,4,90,40,60,0,0,9.688,0,40,90,90,30.175,32.815,34.092,4,20,60,80,0.812,2.183,3.944,3,30,60,80,2.331,3.851,4.763,3,60,50,70,18.542,20.927,22.637,3,50,90,80,6.633,8.369,9.042,3,20,70,60,0,0,0.768,0,70,50,30,104.458,105.874,108.33,3,60,40,80,0,0,5.156,0,70,40,20,0,0,9.356,0,70,40,60,57.779,60.14,61.209,3,30,70,40,70,1.491,6.14,9.394,6,Female,1984,Master's degree,Urban,"It works for now, cant please everyone",clarity,friendliness,charm,to see what wording appeals to customers,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,1.515,2.886,24.334,3,The system takes a Facebook profile and searches it for personal information. It takes this user's personal information and uses it to create a well-crafted interesting user profile summary that appeals to the reader.,,19.154,97.769,98.06,10,I am traveling and the person in the profile offers to host me.,John is easy to see.,1.626,32.446,36.177,12,50,60,60,4.118,9.606,10.836,7,80,90,70,8.028,25.052,25.309,11,50,60,50,5.515,8.201,8.987,6,70,80,70,4.28,19.415,19.662,10,70,80,70,18.315,30.694,30.906,14,50,70,70,7.43,14.9,15.112,10,50,50,60,6.103,9.2,9.829,6,50,30,50,15.179,28.112,28.956,7,50,50,50,5.399,13.486,13.849,4,50,50,50,58.648,62.968,64.16,3,70,70,60,0.951,12.633,16.589,9,60,80,Strongly agree 100%,20,1.122,17.592,20.502,26,Male,1989,Bachelor's degree in college,Urban,"The system seems to work well for people who are not good at writing or lack certain verbal skills. The system, in my opinion, is hit or miss and its effectiveness varies with each user.",I considered whether they mentioned hygiene and cleanliness.,I considered whether they mentioned hospitality and kindness.,I considered whether they mentioned fairness and honesty.,To evaluate how we view individuals based on their profile summary.,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,107.09,115.344,195.134,3,It was data mining the facebook profile.,,14.436,14.436,31.974,1,I am traveling and the person in the profile offers to host me.,John is easy to see.,33.254,43.852,44.868,2,70,80,90,37.268,46.088,47.264,4,70,70,70,12.004,13.18,14.27,3,60,80,70,13.326,19.614,21.464,6,80,70,80,11.174,45.13,45.772,9,70,70,70,27.16,29.942,31.01,4,50,60,50,10.326,11.286,12.368,3,60,60,50,9.516,12.684,13.286,4,40,50,50,8.472,12.084,13.166,3,40,50,50,5.618,6.624,7.814,3,60,60,60,12.896,24.464,26.21,7,80,70,70,4.084,9.736,10.656,5,50,60,Strongly agree 100%,60,4.052,18.872,19.268,7,Female,1983,Bachelor's degree in college,Suburban,It seems to come up with decently detailed profiles. How it gets the information is obviously the real question here.,Their homelife,How genuine they sound,If they're home much.,Feelings towards artificial intelligence.,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,4.284,0,The system is creating a profile based on the users information. It creates a sort of greeting from the person. ,,7.619,44.684,44.72,8,I am traveling and the person in the profile offers to host me.,John is easy to see.,1.228,10.962,11.372,13,80,90,90,0.971,13.805,14.432,12,90,70,60,6.416,13.1,13.725,12,80,80,70,3.079,9.846,10.964,13,80,80,90,3.636,8.938,9.619,10,90,Highly confident  100%,80,4.485,13.332,14.133,16,70,80,70,1.578,8.901,9.638,12,70,70,80,1.879,19.511,20.155,15,60,50,60,7.483,17.249,18.566,17,40,50,50,6.062,14.762,15.784,10,40,70,80,1.517,15.664,16.961,17,70,70,60,1.182,7.284,8.092,11,80,80,40,Strongly disagree 0%,1.263,11.996,12.754,19,Female,1985,High school graduate,Urban,I think this system could be useful on various scenarios. It could help those who aren’t great at writing to express themselves. ,Accuracy whether it really expressed the person,Clarity easy to understand,Concise not overly wordy ,To determine if AI can be used for social media purposes ,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,7.063,0,The systems is extracting information from John's FB page. Then it generates an optimized profile based on what it learned about him that would attract guests to his place,,30.169,36.232,94.504,3,The person in the profile is traveling and I am offering to host.,John is easy to see.,139.006,147.098,150.141,3,80,90,Highly confident  100%,11.074,25.67,26.82,6,Highly confident  100%,80,Highly confident  100%,5.728,13.381,14.39,5,80,90,Highly confident  100%,6.174,10.835,11.939,5,70,80,90,6.483,12.605,13.522,5,90,80,90,5.455,9.817,11.579,5,80,80,Highly confident  100%,11.797,18.454,19.519,5,70,80,90,7.784,11.627,12.671,5,70,70,90,7.061,12.127,13.24,5,60,70,80,6.329,11.9,13.387,5,80,60,80,5.676,11.65,13.245,6,Strongly agree 100%,Strongly agree 100%,90,1.924,7.019,8.865,4,Strongly agree 100%,Strongly agree 100%,Strongly disagree 0%,20,2.389,11.633,13.345,6,Male,1961,Bachelor's degree in college,Urban,not really relfective of the different personalities,how conscietious they seemed,whether they offered to help show me around,how responsible they seemed from hobbies etc,making decisions based on limited information,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,4.884,0,"it generated  a random name profile and also it had
generated a description for that profile.",x,11.132,11.132,65.217,1,The person in the profile and I are traveling together.,John is eager to see.,5.052,44.312,45.327,2,80,90,60,11.074,16.686,18.267,5,80,70,10,85.426,92.699,94.119,4,60,80,40,6.429,9.517,10.716,3,60,60,80,3,7.2,7.473,5,60,70,30,6.407,8.895,9.925,4,60,40,10,5.923,42.9,44.307,6,60,70,10,6.844,9.752,10.81,3,10,20,20,15.178,22.668,22.997,4,60,40,30,9.223,16.73,17.119,6,70,70,80,2.241,10.047,11.328,4,70,60,60,3.585,7.704,8.913,3,80,70,90,30,3.459,15.169,16.124,4,Male,1979,High school graduate,Urban,"its pretty neat, to have a generator like this, makes tasks like this a bit easier to perform",location,gender,credentials,AI tech,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,2.718,0,The software is generating an optimized profile of the host. This works after keyword information is entered.,,33.476,33.476,55.32,1,The person in the profile is traveling and I am offering to host.,John is easy to see.,18.508,26.092,31.274,2,90,Highly confident  100%,Highly confident  100%,5.684,7.412,8.446,4,80,Highly confident  100%,Highly confident  100%,112.416,117.546,118.22,3,80,Highly confident  100%,Highly confident  100%,3.582,5.938,6.692,6,90,Highly confident  100%,Highly confident  100%,4.932,6.858,7.118,4,Highly confident  100%,Highly confident  100%,Highly confident  100%,25.02,26.858,27.294,4,80,Highly confident  100%,Not confident 0%,13.772,17.566,18.286,4,60,90,Highly confident  100%,2.912,9.21,9.758,8,60,70,70,10.812,14.464,14.974,5,90,Highly confident  100%,Highly confident  100%,92.008,95.07,95.458,5,70,70,Highly confident  100%,12.608,17.506,17.892,4,80,90,80,1.66,5.636,6.75,4,Strongly agree 100%,90,50,Strongly disagree 0%,2.766,10.306,11.036,6,Female,1990,Bachelor's degree in college,Urban,I think the system is very innovative and first of it's kind. This could prove very helpful.,"I first considered how the hosts were doing financially, as this could mean a better kept property.",I also considered hobbies or family.,,,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
